School ID,School Name,School Metro Type,School Percentage Free Lunch,School State,School Zip,School City,School County,School District
1cbc14ce4bbad31335ed6dd86aea6720,Valley Academy Charter School,unknown,29.0,Utah,84737,Hurricane,Washington,Utah Department Of Education
2069f7e68c51b56c57ac3c4531d43ca1,Sandstone Elementary School,urban,62.0,Utah,84790,Saint George,Washington,Washington Co School District
32a104c6fa7a5269d8b8009df0269ca0,Arrowhead Elementary School,unknown,37.0,Utah,84765,Santa Clara,Washington,Washington Co School District
42c0074fe03d31deff0843b9c74bef2f,Dixie Sun Elementary School,urban,80.0,Utah,84770,Saint George,Washington,Washington Co School District
47d4c6f4c27c5a7ae36fe465374a3693,Three Falls Elementary School,town,48.0,Utah,84737,Hurricane,Washington,Washington Co School District
4b2cb1f087430fe5245e49fbfeaf9086,Hurricane Intermediate School,town,57.0,Utah,84737,Hurricane,Washington,Washington Co School District
59834fdea8a3c41ef9c9db54956ce1e4,Horizon Elementary School,suburban,37.0,Utah,84780,Washington,Washington,Washington Co School District
713d61e5658f461b155275ed0bd4650f,Coral Cliffs Elementary School,urban,69.0,Utah,84770,Saint George,Washington,Washington Co School District
8277d6ed08ae348122c29f748b2577ec,Desert Hills Middle School,urban,27.0,Utah,84790,Saint George,Washington,Washington Co School District
92c9e2f8930d641e3cda46610725c240,Iron Springs Elementary School,town,46.0,Utah,84720,Cedar City,Iron,Iron Co School District
95700c2db857d996f28925d92fc84f75,Riverside Elementary School,suburban,34.0,Utah,84780,Washington,Washington,Washington Co School District
96d6cd67791ce058e342e686ecd0fa7c,Kanab Elementary School,town,49.0,Utah,84741,Kanab,Kane,Kane Co School District
9b72925e41554e29d98ec86ff46be97b,Bloomington Elementary School,urban,34.0,Utah,84790,Saint George,Washington,Washington Co School District
acad38361a65d7bbb4df57204c8bd28c,Diamond Valley Elementary School,urban,31.0,Utah,84770,Saint George,Washington,Washington Co School District
b1adcc05a3193cd1dad4566e846d3c15,Sunrise Ridge Intermediate School,urban,30.0,Utah,84790,Saint George,Washington,Washington Co School District
b4fe590bff79ebc2f15ff8f36dffe8d4,George Washington Academy,urban,29.0,Utah,84790,Saint George,Washington,Utah Department Of Education
b675991aac97fcee6814d01b478481e2,Heritage Elementary School,urban,70.0,Utah,84790,Saint George,Washington,Washington Co School District
bf8062baa8c2185f48326e048476e957,East Elementary School,urban,85.0,Utah,84770,Saint George,Washington,Washington Co School District
dcb71cf5958c511da646d7dbc7060871,Bloomington Hills Elementary School,urban,51.0,Utah,84790,Saint George,Washington,Washington Co School District
f2f8570b7f8e3e40bfd646a9122d936d,Red Mountain Elementary School,rural,69.0,Utah,84738,Ivins,Washington,Washington Co School District
04c8cbc8e4efcbe195800ed0df48ca0c,Jackling Elementary School,suburban,68.0,Utah,84120,W Valley City,Salt Lake,Granite School District
27f34de6ab0a76abd6395ddb081e87a0,Hurricane Middle School,town,55.0,Utah,84737,Hurricane,Washington,Washington Co School District
65634d73c7849ceaba2b520f40d54944,Helen M Knight Elementary School,rural,59.0,Utah,84532,Moab,Grand,Grand Co School District
60dcd70eff09aeb64d4841e2dbdab8d0,H Guy Child Elementary School,suburban,34.0,Utah,84405,Ogden,Weber,Weber School District
98db25fe18c84a9623a0990c5cbdeb51,Salina Elementary School,rural,60.0,Utah,84654,Salina,Sevier,Sevier School District
19b4a592ba3693b54cf2f6416a8c0ddb,Woodrow Wilson School,suburban,63.0,Utah,84115,Salt Lake City,Salt Lake,Granite School District
1f68e4c5b00a2327db7d38933e577417,Vae View Elementary School,suburban,67.0,Utah,84041,Layton,Davis,Davis School District
2558b22fe193bb7b686bb55e7bfb33a7,Oak Springs School,urban,42.0,Utah,84606,Provo,Utah,Utah Department Of Education
304bf13236be8c5d24917ec898a76134,Westvale Elementary School,suburban,56.0,Utah,84088,West Jordan,Salt Lake,Jordan School District
3d5ab12c2623e389e06e2d05bee93bdb,Stansbury Elementary School,suburban,82.0,Utah,84119,W Valley City,Salt Lake,Granite School District
3eef496e4532f3103308ca7bb684f685,Vista Elementary School,unknown,55.0,Utah,84129,Taylorsville,Salt Lake,Granite School District
5d7e6eb62e3d205d9ed831dcd0970322,Adelaide Elementary School,suburban,43.0,Utah,84010,Bountiful,Davis,Davis School District
6b3248fdefe63983b8d6b0e3033e7f77,Taylorsville Elementary School,unknown,66.0,Utah,84129,Taylorsville,Salt Lake,Granite School District
6f77c2c8659b7b845d6d920c7cf0cd19,Brookside Elementary School,suburban,46.0,Utah,84663,Springville,Utah,Nebo School District
839d399e613bee0a3c20d8ed669ce448,Meadowbrook Elementary School,suburban,40.0,Utah,84010,Bountiful,Davis,Davis School District
94d6336b3d35d3986a007b92f517683e,Thomas W Bacchus Elementary School,suburban,50.0,Utah,84118,Kearns,Salt Lake,Granite School District
9a0208a789b5c2e5bda75e31d8611275,Ashley Elementary School,town,48.0,Utah,84078,Vernal,Uintah,Uintah School District
9ec5fe8a1e071ee74ed5e5d318cefe0d,Oquirrh Elementary School,suburban,64.0,Utah,84084,West Jordan,Salt Lake,Jordan School District
fac92829ab92d7e7a7324c28d1de0d00,Antelope Elementary School,suburban,41.0,Utah,84015,Clearfield,Davis,Davis School District
ad5abab35b756f62e9854eec41667e5a,Bonneville Junior High School,suburban,35.0,Utah,84117,Holladay,Salt Lake,Granite School District
b2998dbd901d637f9f317bb4a776a836,South Clearfield Elementary School,suburban,55.0,Utah,84015,Clearfield,Davis,Davis School District
b489371612a5613a68568a97355a7574,Riverton Elementary School,suburban,26.0,Utah,84065,Riverton,Salt Lake,Jordan School District
bce70961ce0891dad781dc502cf84df7,Hillside Elementary School,suburban,51.0,Utah,84128,W Valley City,Salt Lake,Granite School District
be042ea4081f6cfe23a92e2ee22ead65,Bonneville Elementary School,urban,50.0,Utah,84057,Orem,Utah,Alpine School District
c877b3580774ade103c9bc116e55bd51,Dan W Peterson School,suburban,29.0,Utah,84003,American Fork,Utah,Alpine School District
2a479e24343e12d7ca51dd0d63dc39ac,Millcreek High School,urban,61.0,Utah,84790,Saint George,Washington,Washington Co School District
9094b532531a98fa96b24679cc80a6de,Fossil Ridge Intermediate School,urban,54.0,Utah,84790,Saint George,Washington,Washington Co School District
be52c3f820b5498740d95fc6d8841ffe,Pine View Middle School,urban,51.0,Utah,84790,Saint George,Washington,Washington Co School District
57c08e23e75de9d357f50c6aff150b92,Enterprise High School,rural,53.0,Utah,84725,Enterprise,Washington,Washington Co School District
fed90e11953ceb9697c5d0ba02fb9b50,Lincoln Academy,suburban,29.0,Utah,84062,Pleasant Grv,Utah,Utah Department Of Education
b652d402975a2fd33cce476c52855d55,Spanish Fork Junior High School,suburban,28.0,Utah,84660,Spanish Fork,Utah,Nebo School District
ef680206355849bb7cbce8c1e6c6e12a,Riverdale Elementary School,suburban,48.0,Utah,84405,Ogden,Weber,Weber School District
cdd5db99477fc7acdd2270985a7ffb00,Laverkin Elementary School,town,74.0,Utah,84745,La Verkin,Washington,Washington Co School District
5683368f4de9a3535944ec8f7948f36f,Syracuse Arts Academy Antelope Campus,suburban,29.0,Utah,84075,Syracuse,Davis,Utah Department Of Education
e5663c018466b172f3e0660e4e901701,Springside Elementary,unknown,27.0,Utah,84045,Saratoga Spgs,Utah,Alpine School District
6b50590f14cde7d350e858fe207769a2,Fox Hills Elementary School,unknown,51.0,Utah,84129,Taylorsville,Salt Lake,Granite School District
3084372234a9c40fb4cd28bb48f6fedf,Timpanogos Elementary School,urban,81.0,Utah,84601,Provo,Utah,Provo City School District
a0d2533406c5b6fc76a3087d13d7bc60,Blanding Elementary School,town,66.0,Utah,84511,Blanding,San Juan,San Juan School District
a9315bec4967d968fdc5cfd4c89b8205,Canyon View Elementary School,suburban,21.0,Utah,84121,Cottonwd Hgts,Salt Lake,Canyons School District
ce1939e7164efa35bf7a42b5f1a902da,Plymouth Elementary School,suburban,80.0,Utah,84123,Taylorsville,Salt Lake,Granite School District
fb2aa5eeb2db8a2132e0a8b1fd6dbae6,Elk Ridge Middle School,unknown,23.0,Utah,84009,South Jordan,Salt Lake,Jordan School District
1e0e8c0fa972d4cf543af492d0ca1d9d,Cedar Middle School,town,45.0,Utah,84720,Cedar City,Iron,Iron Co School District
066694f564dd06ba98e12e89b20b9b0a,Monticello Academy,suburban,29.0,Utah,84120,W Valley City,Salt Lake,Utah Department Of Education
5ebd6fffe1e4a0f64a63cc38b5ab886d,Moroni Elementary School,rural,67.0,Utah,84646,Moroni,Sanpete,North Sanpete School District
14e190c2c5fc25606bc0c1c0534d6053,Mt Loafer Elementary School,suburban,25.0,Utah,84653,Salem,Utah,Nebo School District
1bb3a9e1caa701ca700978903d21bc04,Canyon Elementary School,suburban,46.0,Utah,84319,Hyrum,Cache,Cache Co School District
1cb2feac0a0bafa38e7ca1627b7e32a4,Cottonwood Elementary School,town,43.0,Utah,84537,Orangeville,Emery,Emery Co School District
2070fe3d33769d0c8f1d942e062f2406,Red Cliffs Elementary School,town,44.0,Utah,84648,Nephi,Juab,Juab School District
20c5e93993fd5ec707c296e846e34979,Uintah Middle School,town,34.0,Utah,84078,Vernal,Uintah,Uintah School District
23e92360984fd762d24e3a96c46fe725,Altamont Elementary School,rural,30.0,Utah,84001,Altamont,Duchesne,Duchesne Co School District
b98cb74f6ad49821fdbd65e3e3c5d8a1,Roosevelt Junior High School,unknown,38.0,Utah,84066,Roosevelt,Duchesne,Duchesne Co School District
25f1fafdec9264f23d0e7c32a5945286,Book Cliff Elementary School,rural,77.0,Utah,84525,Green River,Emery,Emery Co School District
2bda42dc22601105ea592eabdc14f440,Spring Creek Elementary School,urban,80.0,Utah,84606,Provo,Utah,Provo City School District
a2e57b6374c54a52ec0c98f98b7d9f74,Amelia Earhart Elementary School,urban,62.0,Utah,84601,Provo,Utah,Provo City School District
33a8a8904441a0630b8d77c1d9b6045b,Castle Heights Elementary School,town,43.0,Utah,84501,Price,Carbon,Carbon Co School District
3c3c6b302a4d9989e7719f7235045f73,Ferron Elementary School,rural,63.0,Utah,84523,Ferron,Emery,Emery Co School District
c2349a0cc919e4f21c46dc3f068db6e0,Tse'Bii'Nidzisgai Elementary School,rural,95.0,Utah,84536,Monument Vly,San Juan,San Juan School District
48f5ddb90ca5aca9b96dbed58d6ba089,Bluff Elementary School,rural,86.0,Utah,84512,Bluff,San Juan,San Juan School District
539cfc0dfe3a56cabd354cf87baab099,Pinnacle Canyon Academy,town,29.0,Utah,84501,Price,Carbon,Utah Department Of Education
6890799110c6ca70bf69c7b916d67083,Castle Valley Center,town,52.0,Utah,84501,Price,Carbon,Carbon Co School District
939603c2a879cd8a48876e666f8b7f68,East Elementary School,unknown,37.0,Utah,84066,Roosevelt,Duchesne,Duchesne Co School District
5aeaaa0d78f76de31edaf9038daede80,Centennial Elementary School,unknown,39.0,Utah,84066,Roosevelt,Duchesne,Duchesne Co School District
662c5be30d62ff71c46c58392369011f,Provo High School,urban,53.0,Utah,84604,Provo,Utah,Provo City School District
66b1a7f3397fd9a4daaa0474b36999d8,Gateway Preparatory Academy,unknown,29.0,Utah,84721,Enoch,Iron,Utah Department Of Education
6aa271b775dcb063872130964c8b7db3,ARTEC School,unknown,51.0,Utah,84129,Kearns,Salt Lake,Granite School District
71480b6112a5ecfe659734b1911d19da,Helper Middle School,town,50.0,Utah,84526,Helper,Carbon,Carbon Co School District
7596170ea0a3a908856db3ae03f0a296,Belknap Elementary School,unknown,58.0,Utah,84713,Beaver,Beaver,Beaver Co School District
79e7110df40a658c7c40104469e9f262,South Sevier Middle School,rural,54.0,Utah,84754,Monroe,Sevier,Sevier School District
7ef8dc53ea86d8f8a220b7fdf7a58c8c,Copper Canyon Elementary School,suburban,44.0,Utah,84081,West Jordan,Salt Lake,Jordan School District
80864f820a204afaa674ded219c68f8f,Kearns High School,suburban,51.0,Utah,84118,Kearns,Salt Lake,Granite School District
8c630e2cdf79d4b8ced52e18ee52cbc7,Ibapah Elementary School,rural,85.0,Utah,84034,Ibapah,Tooele,Tooele Co School District
b1529a19df2e1a203f8b28084163c1cd,Summit Academy Draper Campus,unknown,,Utah,84020,Draper,Salt Lake,Utah Department Of Education
b127a8fcc25dfb6ebe87744b358c73a9,Majestic Fields Elementary,unknown,,Utah,84780,Washington,Washington,Washington Co School District
95716eb2eb4df802a82ba8c2367075ee,Valley Elementary School,rural,56.0,Utah,84758,Orderville,Kane,Kane Co School District
a05b3264d2ba47e49f8a996b6be276aa,Carbon High School,town,49.0,Utah,84501,Price,Carbon,Carbon Co School District
a19079d95cba9f794be1d4e005c84794,San Rafael Junior High School,rural,48.0,Utah,84523,Ferron,Emery,Emery Co School District
a307b55e8a4acde4341741f268a573ad,Uintah High School,town,43.0,Utah,84078,Vernal,Uintah,Uintah School District
b1f459470db71288a746a6d8987bd759,Escalante High School,rural,46.0,Utah,84726,Escalante,Garfield,Garfield Co School District
b33a8b3283e1976cc895a928970d64ee,Neola Elementary School,rural,43.0,Utah,84053,Neola,Duchesne,Duchesne Co School District
b931819d5b5d6dd3db2f4efa7911baeb,Myton Elementary School,rural,53.0,Utah,84052,Myton,Duchesne,Duchesne Co School District
bca6a9e9c812e713dac0be9a4951b496,John Hancock Charter School,suburban,21.0,Utah,84062,Pleasant Grv,Utah,Utah Department Of Education
bd843c706d9675b484faf6f73515ecad,Davis Elementary School,town,36.0,Utah,84078,Vernal,Uintah,Uintah School District
c976d771d62086a6064644817035acdd,Valley High School,rural,53.0,Utah,84758,Orderville,Kane,Kane Co School District
cdfca7ad6c24e13283dfc118d4e5396b,Maeser Elementary School,town,32.0,Utah,84078,Vernal,Uintah,Uintah School District
ceb38870e94b8a512e27934ddf73ab1f,Creekview Elementary School,town,43.0,Utah,84501,Price,Carbon,Carbon Co School District
d2c8df2d22467e75e8a72f8294a9cdd6,J R Smith Elementary School,town,47.0,Utah,84032,Heber City,Wasatch,Wasatch Co School District
d98584fb264b87aaccac17511c764344,Enoch Elementary School,town,54.0,Utah,84721,Cedar City,Iron,Iron Co School District
da1b190596f2f24daa6abfdbc3f79ecb,Farmington Junior High School,suburban,12.0,Utah,84025,Farmington,Davis,Davis School District
dd65602a32ecbd31b75a4d9fb92e865a,Ashman Elementary School,town,57.0,Utah,84701,Richfield,Sevier,Sevier School District
e68c805f10e2cf7c2821a19862ba67fa,Fountain Green Elementary School,rural,52.0,Utah,84632,Fountain Grn,Sanpete,North Sanpete School District
e98e2c8fc8b324476ba8dadcf1d74114,North Sevier Middle School,rural,55.0,Utah,84654,Salina,Sevier,Sevier School District
ead7b9a2084be75160012b41c3b0d523,Eagle View Elementary School,unknown,70.0,Utah,84066,Roosevelt,Duchesne,Uintah School District
fb1a92cd7c619f8778a2bf5f5fb6d598,North Sanpete High School,rural,57.0,Utah,84647,Mt Pleasant,Sanpete,North Sanpete School District
fba77d761bc01ed2e8a45f80b8b909ad,Hurricane Elementary School,town,65.0,Utah,84737,Hurricane,Washington,Washington Co School District
fcf0953868dafa1e062bb43301173afc,Kings Peak Elementary School,unknown,39.0,Utah,84066,Roosevelt,Duchesne,Duchesne Co School District
7efdef89ef70d97f93fb11fc8e6c4340,South Elementary School,town,35.0,Utah,84720,Cedar City,Iron,Iron Co School District
e99e8c4f82873d1024824b364d5a125c,Midvale Elementary School,suburban,86.0,Utah,84047,Midvale,Salt Lake,Canyons School District
f8a9aef6f41674db53292fd6567d1f33,Canyon View Middle School,town,54.0,Utah,84721,Cedar City,Iron,Iron Co School District
0296027f2e620280b255f9711056b90a,Richfield High School,town,57.0,Utah,84701,Richfield,Sevier,Sevier School District
4fbdaf5213dbbbd72174c8df94a544ca,Lincoln Elementary School,suburban,54.0,Utah,84319,Hyrum,Cache,Cache Co School District
1e8f560bfd6fa7a75d97aee39cbbdb9d,Washington Elementary School,suburban,43.0,Utah,84010,Bountiful,Davis,Davis School District
20a6434474645253fd6993038c92a370,Paradigm High School,suburban,29.0,Utah,84095,South Jordan,Salt Lake,Utah Department Of Education
82d708c931f02998175e1834b67ee012,Ogden Preparatory Academy - Elementary,urban,60.0,Utah,84404,Ogden,Weber,Utah Department Of Education
75eb570597344fa3176ad0d8cbc6cd2b,Cedar Ridge Elementary School,suburban,13.0,Utah,84062,Cedar Hills,Utah,Alpine School District
7a151004eecf4e727c2a6b5c9abc644e,Channing Hall Charter School,suburban,29.0,Utah,84020,Draper,Salt Lake,Utah Department Of Education
b47acd371274511ee3a0afa696c820d6,Franklin Elementary School,urban,84.0,Utah,84601,Provo,Utah,Provo City School District
a807b54713fafb7073572bb6807b74cc,Granite Technical Institute,suburban,13.0,Utah,84115,Salt Lake City,Salt Lake,Granite School District
0401ca067f99052eed48465ecf0f2e49,Sage Creek Elementary School,suburban,40.0,Utah,84663,Springville,Utah,Nebo School District
6cf647174b1b1d2aaf97d371c3baedc9,Larsen Elementary School,suburban,49.0,Utah,84660,Spanish Fork,Utah,Nebo School District
1dfd6ab70618acfc44bd5c945366bd82,Oak Hollow Elementary School,suburban,13.0,Utah,84020,Draper,Salt Lake,Canyons School District
5493621096d593f65d72fcb981b8f3a2,Beehive Science & Technology Academy,suburban,61.0,Utah,84094,Sandy,Salt Lake,Salt Lake City School District
02cba43f89ae1500f88843f4bf7a9e87,Central Elementary School,suburban,54.0,Utah,84062,Pleasant Grv,Utah,Alpine School District
02e9d000e47d68daa7fe07347b6c81cf,Adams Elementary School,urban,78.0,Utah,84321,Logan,Cache,Logan City School District
4fae519dd83e9da075f052fe5a9fcca8,Sunrise Elementary School,suburban,21.0,Utah,84335,Smithfield,Cache,Cache Co School District
a1eaf9a7bbb543e4fd393aed4f41f227,Mt Logan Middle School,urban,61.0,Utah,84321,Logan,Cache,Logan City School District
b405c6d05e6d229b7eb49de32c29137f,Birch Creek Elementary School,suburban,42.0,Utah,84335,Smithfield,Cache,Cache Co School District
dbcf1365b3113ca09c304cade9b71aae,Wilson Elementary School,urban,47.0,Utah,84321,Logan,Cache,Logan City School District
8ac65270f2f31c109da65b7395d2be57,Bridger Elementary School,suburban,78.0,Utah,84341,Logan,Cache,Logan City School District
82cdb2902814e1132574824c57c78b2c,Majestic Elementary School,suburban,83.0,Utah,84084,West Jordan,Salt Lake,Jordan School District
a94d8a18e1b5691600e4faf7c2341800,Jordan Hills Elementary School,suburban,36.0,Utah,84088,West Jordan,Salt Lake,Jordan School District
e4df64303c38af04677432de8abab9ff,Spectrum Academy - Elementary,suburban,29.0,Utah,84054,N Salt Lake,Davis,Utah Department Of Education
ee1c8dab3a9e1a8cca155a4580c6a05e,John F Kennedy Junior High School,suburban,64.0,Utah,84120,W Valley City,Salt Lake,Granite School District
2229b6abf0be0a188590889c289c1f61,Beacon Heights Elementary School,urban,22.0,Utah,84108,Salt Lake City,Salt Lake,Salt Lake City School District
095893c9e5a59907e0ab4ee33b286417,River Heights Elementary School,urban,25.0,Utah,84321,River Heights,Cache,Cache Co School District
c89b553127a6ec51629ad7b1894e0b9c,Diamond Fork Junior High School,suburban,39.0,Utah,84660,Spanish Fork,Utah,Nebo School District
f8403b7c9f27e1b8954a948a782856ba,Sierra Bonita Elementary School,suburban,22.0,Utah,84660,Spanish Fork,Utah,Nebo School District
13e21f2de409b39528608f069ed02b45,Westside Elementary School,suburban,48.0,Utah,84663,Springville,Utah,Nebo School District
31c323cfa848720fb36a219c433d21cc,Sunset Elementary School,suburban,51.0,Utah,84015,Sunset,Davis,Davis School District
f8f8e425837cfd1944bf5d1c77932f60,Merit College Prep Academy,suburban,29.0,Utah,84663,Springville,Utah,Utah Department Of Education
0961ec65f81edc7d82261b4d0e0d298a,Maple Ridge Elementary School,suburban,40.0,Utah,84664,Mapleton,Utah,Nebo School District
e2fda016b65ae93b420c461db3d91ad6,Grantsville Elementary School,unknown,39.0,Utah,84029,Grantsville,Tooele,Tooele Co School District
440bb5a06f425113f246c3bb1c55e13f,Whittier Elementary School,suburban,66.0,Utah,84115,Salt Lake City,Salt Lake,Salt Lake City School District
aa0ad2185f815fcae62aca26af4895a4,Fox Hollow Elementary School,suburban,25.0,Utah,84043,Lehi,Utah,Alpine School District
d89308132d877834db2800081e764209,Heartland Elementary School,suburban,64.0,Utah,84084,West Jordan,Salt Lake,Jordan School District
eeab956e2f4f08d7816f27591b3cf63f,Rees Elementary School,suburban,57.0,Utah,84660,Spanish Fork,Utah,Nebo School District
e223db4f7fe9e833f021301ba61b23b7,Lake Ridge Elementary School,suburban,59.0,Utah,84044,Magna,Salt Lake,Granite School District
04a2747a13c3e2a9be5cfbca77c5229e,Bonneville Elementary School,urban,8.0,Utah,84108,Salt Lake City,Salt Lake,Salt Lake City School District
0ff41dd7a9510234cbf68f3e284dda6f,Riley Elementary School,urban,91.0,Utah,84104,Salt Lake City,Salt Lake,Salt Lake City School District
c81a845012760635b926e9d5319fb56d,Uintah Elementary School,urban,13.0,Utah,84105,Salt Lake City,Salt Lake,Salt Lake City School District
218036a00062037b02563e65f0ef1e23,Endeavor Hall Charter School,suburban,29.0,Utah,84119,Salt Lake City,Salt Lake,Utah Department Of Education
48be7bb01a7591f700d52610cce1d18f,Granger Elementary School,suburban,71.0,Utah,84119,W Valley City,Salt Lake,Granite School District
915728b8ad8329915f4cc408b1393380,Greenwood Elementary School,suburban,61.0,Utah,84003,American Fork,Utah,Alpine School District
06f4939e61fe2b56159d0da341693b1a,Providence Hall Junior High Charter School,unknown,29.0,Utah,84096,Herriman,Salt Lake,Utah Department Of Education
48bcf7eb97e7e34a55b2a6f5592c8436,Mill Creek Elementary School,unknown,55.0,Utah,84106,Salt Lake City,Salt Lake,Granite School District
311aed9249beba368fb96a93dece0bde,Parkview Elementary School,urban,86.0,Utah,84104,Salt Lake City,Salt Lake,Salt Lake City School District
3b011b64106be1cf6d7461b3ca04c08d,Lincoln Elementary School,suburban,65.0,Utah,84115,Salt Lake City,Salt Lake,Granite School District
86cf61461b5058b523119cb22ce6e606,West Kearns Elementary School,suburban,69.0,Utah,84118,Kearns,Salt Lake,Granite School District
ae5a94b5b897a962fb807c87f0b514b0,Canyon Rim Academy,suburban,29.0,Utah,84109,Salt Lake City,Salt Lake,Utah Department Of Education
af0fabf11212f5894ef4e9d11aebaaa5,Neil Armstrong Academy,suburban,31.0,Utah,84120,W Valley City,Salt Lake,Granite School District
b3f55376164d1edc1bcdc5cd8f62f75a,Northwest Middle School,urban,88.0,Utah,84116,Salt Lake City,Salt Lake,Salt Lake City School District
b844b75b5937d03a7ea9d6234b3fcafb,Whittier Elementary School,suburban,53.0,Utah,84128,W Valley City,Salt Lake,Granite School District
ea31aa61c09e512dd6e9847c073b5092,Monroe Elementary School,suburban,82.0,Utah,84120,W Valley City,Salt Lake,Granite School District
5f17a379c6e1f81156e668872f36c6bb,Creekside Elementary School,suburban,25.0,Utah,84037,Kaysville,Davis,Davis School District
8c11aa861efe767a4a2eddf3f25f1b30,Mt Mahogany Elementary School,suburban,43.0,Utah,84062,Pleasant Grv,Utah,Alpine School District
d0454dc4368a81145973fa9f5bd758d1,Mueller Park Junior High School,suburban,20.0,Utah,84010,Bountiful,Davis,Davis School District
27571ba0ea2d46017631023367ecc917,Holbrook Elementary School,suburban,16.0,Utah,84010,Bountiful,Davis,Davis School District
6c4f49e17075083f9547a40eda867861,Oquirrh Hills Elementary School,suburban,65.0,Utah,84118,Kearns,Salt Lake,Granite School District
071f11657cdae5b6e2395938753464ef,Pacific Heritage Academy,urban,29.0,Utah,84116,Salt Lake City,Salt Lake,Utah Department Of Education
848f8b0ed87b0d200cbbffcfcd48774d,Mar Lon Hills Elementary School,urban,79.0,Utah,84403,Ogden,Weber,Weber School District
8801743f3f4cbf89a2bde7fa82284ea3,Ascent Academies Utah - Farmington,suburban,29.0,Utah,84025,Farmington,Davis,Utah Department Of Education
2daaa8604403584254cd0e1e88519237,Tonaquint Intermediate School,urban,55.0,Utah,84770,St George,Washington,Washington Co School District
740b49158cee09a242ab4107d7bda19f,Timpanogos Intermediate School,town,37.0,Utah,84032,Heber City,Wasatch,Wasatch Co School District
d5c64157e43fe2da73df5c4719d56472,Discovery Elementary School,town,33.0,Utah,84078,Vernal,Uintah,Uintah School District
c4bb6bde8242aedb15bed3914de1abb4,Sunset View Elementary School,urban,69.0,Utah,84601,Provo,Utah,Provo City School District
d15edfdb71e75d44fd99027e86957c66,Windsor Elementary School,urban,67.0,Utah,84057,Orem,Utah,Alpine School District
cd18fee463b84fda725f62ae05cb6e1a,Cottonwood High School,suburban,51.0,Utah,84121,Murray,Salt Lake,Granite School District
05fe234a0fdbda96afe8bfadb7ba38b3,Douglas T Orchard Elementary School,suburban,60.0,Utah,84128,W Valley City,Salt Lake,Granite School District
231de43ecae3cc5cce83db959468e59e,East Midvale Elementary School,suburban,71.0,Utah,84047,Midvale,Salt Lake,Canyons School District
326794987ba6b2011c763835c32b8b3e,James E Moss Elementary School,suburban,78.0,Utah,84107,Salt Lake City,Salt Lake,Granite School District
4b4d9674927deea141f1164b6be24b12,Backman Elementary School,urban,93.0,Utah,84116,Salt Lake City,Salt Lake,Salt Lake City School District
5eb1036cf0ee21ececa46628a6aa8c16,Utah International Charter School,suburban,90.0,Utah,84115,Salt Lake City,Salt Lake,Granite School District
72709d11a4b7daebf9102de749ddb1b1,Entheos Academy,suburban,62.0,Utah,84044,Magna,Salt Lake,Utah Department Of Education
98b01cbac8853f64d017c0ce45370021,Summit Academy Elementary,suburban,29.0,Utah,84020,Draper,Salt Lake,Utah Department Of Education
be52242165efaccd7fffc1d012de4b79,Bella Vista Elementary School,suburban,35.0,Utah,84121,Cottonwd Hgts,Salt Lake,Canyons School District
f87477fae7b0eb5e343e1e3aba5344a2,Horizonte Instruction & Training Center,urban,85.0,Utah,84101,Salt Lake City,Salt Lake,Salt Lake City School District
67fe5c1a777cab147e28fca4138e23e7,Roosevelt Elementary School,unknown,69.0,Utah,84106,Salt Lake City,Salt Lake,Granite School District
0c25654d108f955ab8efd01978d13d1d,Farmington Bay Youth Center,suburban,91.0,Utah,84025,Farmington,Davis,Davis School District
e991c65fcda9f5cc83ded1bc3de85d62,Providence Hall High Charter School,suburban,29.0,Utah,84096,Herriman,Salt Lake,Utah Department Of Education
0b0ecce9c3b7a9011bf5054dffa2a3ec,Holt Elementary School,suburban,45.0,Utah,84015,Clearfield,Davis,Davis School District
1b6a0db84878111fc6b74a1d03da3e47,Fox Hollow Elementary School,suburban,39.0,Utah,84081,West Jordan,Salt Lake,Jordan School District
54c5f2fb14a39572b50e150692314e95,Central Davis Junior High School,suburban,35.0,Utah,84041,Layton,Davis,Davis School District
ba26c4dc23552d9c53bee52313d85aa7,Hunter High School,suburban,51.0,Utah,84120,W Valley City,Salt Lake,Granite School District
ea678baa7e6cd6622ebe555b3520cd0b,West Clinton Elementary School,suburban,20.0,Utah,84015,Clinton,Davis,Davis School District
f472eab9e83dc4b892cb8797edd54b60,M Lynn Bennion Elementary School,urban,84.0,Utah,84102,Salt Lake City,Salt Lake,Salt Lake City School District
b35fa980124ca55528536bb0fcd08ac0,Syracuse High School,suburban,23.0,Utah,84075,Syracuse,Davis,Davis School District
ab04a774c2a730b020f850868b647cba,South Davis Junior High School,suburban,30.0,Utah,84010,Bountiful,Davis,Davis School District
19339dcd29bff54b6e64de87d341986d,Foxboro Elementary School,suburban,14.0,Utah,84054,N Salt Lake,Davis,Davis School District
0aad454fd3764ac6d99a9d236d1bdf42,Ft Herriman Middle School,suburban,20.0,Utah,84096,Herriman,Salt Lake,Jordan School District
0cd5ebd34a2f37d53d4264205ef50ce5,Independence High School,urban,69.0,Utah,84601,Provo,Utah,Provo City School District
25179c14ba44ff25fa88468787b31825,Freedom Preparatory Provo Secondary Academy,unknown,43.0,Utah,84604,Provo,Utah,Utah Department Of Education
2b49efa81893cd0a4124abecce8c6658,South Ogden Junior High School,suburban,39.0,Utah,84405,Ogden,Weber,Weber School District
